LINK,TITLE,TEXT
https://arcanum.fandom.com/wiki/The_Main_Quest,The Main Quest: Part 13a Good - Finding Out More About Nasrudin,"Returning to Quintarra and talking with Raven and the Silver Lady, you must find out more about Nasrudin. Raven may offer to join the party at this point. The first step is travelling to Caladon (where Nasrudin remains can reputedly be found) and visiting the Panarii temple. Talking with Alexander the Acolyte, a descendent of Saint Mannox, you will learn more about the Panarri religion, Nasrudin and Arronax. He will then open the back doors and you can talk with Gunther Willhelm. He will give you more information and the more intelligent character will notice strange “coincidences” in the Panarii story. Speaking with Hadrian the Archaeologist will unearth more strange information. After some discussion, he will then ask you to investigate Nasrudin’s remains. You can get to the Nasrudin Crypt by: Wearing priest’s robes and convincing the guards at the back you are visiting priests Killing the guards at the back (lockpicking/unlocking cantrip/breaking down the door) Travelling through the sewers. Look for a broken hole in the wall. There are two of them. They both lead to an antechamber (the one directly underneath the Panarri entrance opens to the wrong side). In the antechamber, there is a magically locked door (if you are charismatic enough you can learn the password Crimstone from Hadrian). The other broken hole passage (with the three barrels in front of it) allows you to bypass this. Once you open the sarcophagus, click on the skeleton and the sarcophagus lid (the lid shows a ring and strange writing). Talking with Gunther, he will tell you the meaning of the words and reveal that he actually thinks that Nasrudin remains are on Thanatos. Talking with Hadrian, he is shocked and asks you to find out more about Saint Mannox. Talking with Alexander, you tell him of all the discrepancies you have found and he tells you that he thinks they are all being deceived. The ring looks remarkably like the Ring of Brodar in Roseborough, so it seems like investigating there would be a good start. Searching around the ring (follow the shoreline), you find a secret stone vault (the door being opened using the word “Truth” told to you by Gunther. Here you find the sword and diary of Mannox which reveals what is really going on. Talk to Gunther and Hadrian and tell them the truth (Hadrian will then allow you to take the Glass Key, Finger of Mannox and Krata-Tur’s eye). The Glass Key opens the door to the Iron Clan. Finally, talk to Alexander, tell him about the journal and give him the Sword of Mannox. He will “deal” with the problem."
https://arcanum.fandom.com/wiki/The_Main_Quest,The Main Quest: Part 13b Good - Getting To Thanatos,"Returning to Tarant, you can tell Gilbert Bates the truth about why the dwarves were banished. If Loghaire Thunder Stone in your party, there is an extra exchange between them regarding Bates' past with the clan. Getting to Thanatos requires a ship and no ship captain is willing to take you there. Exploring the continent you will be able to find passage to Thanatos in Blackroot. Here you will find Edward Teach in the Sour Barnacle bar. He lost his ship while gambling, drunk. Possible solutions: Buy a ship in Blackroot for 50,000 gold Win his ship back through gambling Convince Stringey Pete to give you his ship. This involves: Digging up his treasure and giving it to the Williamsons Repairing the damage to the temple in Vooriden (by getting the sacred stone) Retrieving and destroying the Bangellian Scourge Once at Thanatos, travel to the southernmost point. Here you find a Land Bridge, cross over and traverse the jungle area until you come out into a clearing with a house. Here you find Nasrudin himself. If you have Virgil and/or Raven in your party, they will add extra dialogue. You then get to see a really professional looking movie showing the battle between Nasrudin and Arronax. He will tell you of Nasrudin’s banishment as well as the others (Kerghan, The Bane of Kree, Krakar-Tur and Gorgoth). He asks you to retrieve the Vendigroth Device and return to the Ring of Brodor with it."
https://arcanum.fandom.com/wiki/The_Main_Quest,The Main Quest: Part 13c Good - Retrieving the Vendigroth Device,"You now have to search the Vendigroth Wastes, by travelling to the Gateway to the Wastes. Here you will meet Weldo Rubin. He will tell you where you can find Tulla, the city of mages either by: Using charisma (he can also join you) Performing a small retrieval task On arriving at Tulla, speak to the guard and he will let you in. Going to the main castle and talking with the human wizard, Jorian, he will not let you in and tells you to look at the picture in the lower hall. Do this and then talk with him again, he will let you in to speak with Simeon Tor. Simeon Tor will tell you that you need to talk with Pelojian. This is a logic puzzle, you need to open the doors in the rooms outside to retrieve the items. Look at the picture, walk on the symbols in clockwise fashion. The actual order of opening the doors does not matter. Door with star – walk on Divination, Meta, Mental and Temporal Door with spiral – walk on Conveyance, Force, Morph and Phantasm Door spokes - walk on White, Black, Summon and Nature Door with cross – walk on Earth, Air, Water, Fire Read all the books, note the fountain and the symbols. From reading the books, it can be determine that walking on these in this order is also required. Wear Pelojian’s amulet (found in the first room) and walk on the symbols. Star (Start of Journey – therefore 1st - Book 2) Spiral (Not first, but just underneath – therefore 2nd – Book 3) Spokes (Binds 1st and 2nd to 4th – therefore 3rd – Book 4) Cross (Next step – therefore 4th - Book 1) The Tri-Blade of Magick - And Pelojian will appear immediately If you are wearing the amulet then he will tell you where the Vendigroth Ruins are. Note that while Pelojian will appear each night at midnight, her will not speak unless properly summoned. With a bit of exploring of the Vendigroth Ruins, you find the Vendigroth Device (exploring here and fighting depends on your fighting style). The next step is to head off to the Ring of Brodar to be banished, so make sure you have any supplies you need. You can head back to Tulla if you are Magick character and use their portals to get there quickly if required. Suggested supplies: Various bits of food, Kraka-Turs journal from the Lair of The Bellogrim."
https://arcanum.fandom.com/wiki/The_Main_Quest,The Main Quest: Part 14 - The Void,"Upon reaching the void, you will have to fight your way through void lizards and arraya. You must travel through teleporters until you find a tunnel to Arronax's lair. Here you find Arronax imprisoned by Kerghan the first necromancer. It turns out that he is the real threat. You can decide whether you want his help at this point in time or whether you want to gain more information from Kerghan. Getting Help From Arronax If you join Arronax, you must first free him. This is done by killing the snake outside. He will then join you and recommend that you get assistance from the others imprisoned in the void (The Bane of Kree, Gorgoth and Kraka-Tur). Kraka-Tur is a coward, to convince him to join you it helps if you have his journal to ""blackmail"" him. Gorgoth will join you if you give him food. The Bane of Kree will join you depending on your charisma. He may require you to obtain Kryggirds Falchion. If you travel to Kerghans Castle, the guards will attack you. If you do not free Arronax, you can travel to Kerghans Castle unmolested. Talking with Kerghan Talking with Kerghan you find that he wants to destroy all life on Arcanum. You can Convince him what he is doing is wrong (this can be quite difficult). He will then allow you to use the Vendigroth Device on him and end his life Join him, he will then ask you to kill Gorgoth, The Bane of Kree, Kraka-Tur and Arronax. You need the Vendigroth Device to finish Arronax off. Once this is done, you can join him to destroy Arcanum. Attack him and defeat him. You need the Vendigroth Device to finish him off. Depending on your comments during the dialogue this will result in many different end scenarios."
https://arcanum.fandom.com/wiki/The_Ren%27ar_Siamese_Twins,"The Ren'ar Siamese Twins: Looking for the Skulls, or Meeting a Stranger","(OPTIONAL) The quest begins with Benjamin Gershwin, Tarant University's Phrenologist. He will ask you to find the skulls of the Ren’ar Siamese twins. He thinks that they are interred at the Tarant Cemetery, and he confides that he is willing to employ grave robbing as being for the ""greater good"" of science. (OPTIONAL) At the cemetery, you will find that the door to one of the mausoleums has been pried open. Inside that mausoleum is a coffin that is empty except for a matchbook from the Wellington Gentleman's Club. That Club is the next place to visit. (NOTE) Men are free to visit this establishment. (NOTE) Women are refused entry, but still have a few avenues: Pick Pocket the key from the doorman Use Unlocking Cantrip to unbar the door Find out the name of the Club Owner from the doorman, getting his address from the Hall of Records, and then paying him a visit Once you meet with Wendell Wellington the options branch further: Pay a bribe and sleep with him for a special invitation Pick Pocket the invite Kill him and his bodyguard and loot his corpse for the invite With 8 points (2 ranks) of melee, you can threaten him for it With 4 points (1 rank) of persuasion and a reaction modifier of 81 you can sweet talk him for it Using this invitation will allow a lady to come and go as she pleases (OPTIONAL) Inside of the Club are a variety of individuals, some of whom are involved in separate quests. Talking to the man at the bar reveals that he is one very drunk Sir Matt de Cesare, and he is not very happy if you ask him about the matchbook. He seems suspicious, but after he threatens you with violence it is best to leave. As you wander the city you will run into an half-Orc named Thom Grak at the Kensington Station. The topic of de Cesare will come up and he will ask you to deliver a message to him back at the club. Doing this will give you another chance to engage with de Cesare and find out about the matchbook if you have been following the optional route. Otherwise it will result in your first meeting with him. In either case the reward is 1700 exp"
https://arcanum.fandom.com/wiki/The_Ren%27ar_Siamese_Twins,The Ren'ar Siamese Twins: Obtaining the Skulls,"An apparently drunken Matt de Cesare will greet you, but he seems to have forgotten who you are if you have previously met. However when you deliver Grak's message to him, an assassin will try to kill de Cesare. He kills the assassin instead, and reveals that his apparent drunkenness was a rouse. If you convince de Cesare that you were not involved, then he will admit that the matchbook is his, and that he is also looking for the same skulls as Gershwin. And if you offer to help him, then he will hint at a conspiracy, and ask you to recover the skulls for him instead. He will direct you to the docks and warehouse district as they are due to be shipped out soon. Exploring the area will lead you to the warehouse that contains the skulls as well as some other loot. The warehouse is guarded inside by an Ogre and a Wererat, so be prepared for a fight. The general area is also the territory of a gang of Orcs who patrol the outside at night. The door to the warehouse and the chest inside with the Skulls are locked, and there is no key. So Thieving Techniques will be needed to acquire them. When you get the Skulls and take them to de Cesare, he will divulge more of the conspiracy. It involves a secret breeding program of which the Skulls are evidence. Your reward is 3100 exp."
https://arcanum.fandom.com/wiki/The_Ren%27ar_Siamese_Twins,The Ren'ar Siamese Twins: Deliver the Skulls to Arthur Tyron,"Sir Matt de Cesare will ask you to take the Skulls to another member of his team, one Arthur Tyron. Tyron was last seen in Black Root and he directs you there. (OPTIONAL) If you travel to Black Root then you will discover that Arthur Tyron is nowhere to be found. However he has left a coded note in an abandoned house there. You can take this message back to de Cesare in Tarant. If you do so, then he will confirm that it is genuine, and that the danger is increasing. He will then ask you to keep looking for Tyron. Eventually whenever you get to Caladon, you will meet Arthur Tyron as you explore the city. If you show him the skulls then he will explain that the conspiracy is that Gnomes were force breeding captive Human women with Ogres to produce half-Ogre bodyguards. And that now Human women are no longer needed, as there are enough female half-Ogres in a secluded village to continue birthing them themselves. Your reward is 3100 exp."
https://arcanum.fandom.com/wiki/The_Ren%27ar_Siamese_Twins,The Ren'ar Siamese Twins: Finding Proof of the Conspiracy,"He then states that he is lacking proof, but that something might be found at the original suspected laboratory on Half-ogre Island. He asks you to go to find it in his stead, as de Cesare has been killed. Any ship captain will take you to the island, but you will also need to take enough money with you to pay for a return passage back to the port from which you left. The island itself is an uninhabited jungle except for a dock and a nearby building facility. Exploring the facility will yield a journal which goes into detail about the inner workings of the original breeding program. This is the evidence that Tyron wants. Your reward is 3100 exp."
https://arcanum.fandom.com/wiki/The_Ren%27ar_Siamese_Twins,The Ren'ar Siamese Twins: Epilogue,"When you return to Caladon you will find that Tyron is gone and that a stranger is in his house instead. The stranger will at first confirm the entire conspiracy, then deny it, then make no claim whatsoever. For the skulls, you have two options: Keep them (no reward), or Sell them to Benjamin Gershwin, your original client. Your reward for that is 100 gp and 1000 exp. (NOTE) If you did this out of order and sold the skulls to Gershwin before showing them to de Cesare, then you have to find a way to get them back in order to continue. For the journal, you have three options: Keep it (no reward), or Sell it to the press office in Caladon, for a reward of 100 gp, or Take it to the press office in Tarant, who will then tell you to take it back to the Caladon press office (see above) (NOTE) If you sell the journal, and you go back to the Caladon press office after a day, then there will be a new person there who will deny any knowledge of the affair. And if you had contacted the Tarant office first, then they will also deny all knowledge of events."
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Gods,"The pantheon of the Ancient Gods consists of 8 Lesser Gods (one for each of the sentient Races); 3 Greater Gods (one for each point of the balance of Alignment); and the All Father, ruling over the 11 others. A few of the ancient gods still have some followers, but most of the ancient gods have faded into obscurity. These have been replaced to some extent by cults of personality to historic figures like Nasrudin, Arronax, and Kerghan,"
https://arcanum.fandom.com/wiki/Ancient_Gods,"Ancient Gods: Altars, Offerings, and Blessings","Each god has an altar, and each altar can accept a particular offering, and each offering grants a particular blessing. Offerings to the lesser gods can be made at any time. Offerings to the greater gods and the All Father require special conditions."
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Mazzerin's Mystery,"All 12 gods are interconnected in a way not fully understood by contemporary scholars. The web of relationships is called ""Mazzerin's Mystery"", after an historic Elven mystic who attempted to unravel the threads. Professor Aldous T. Buxington at the University of Tarant has a graphic illustration of it on a wall in his office that The Player can view, and a book on the subject that the player can keep and read."
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Multiple Offerings,"The main consequences of this mystery are felt when the player tries to make offerings to multiple gods. Sometimes one blessing is replaced by another. Sometimes the blessings are stacked together. And sometimes a blessing is lost, and replaced by a curse instead. The Ancient Gods Quest (see below) is the attempt to amass as many blessings as possible without being cursed in the process. The Gods"
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Lesser Gods,"The Noble Lesser Gods Ter'el Ter'el is the Elven God of Wisdom Location: A grove sacred to the elves at Falcon's Ache Offering: A statue of Li'tani, which are purchased from Elven Traders Blessing: +4/20 Bow, +1 Perception Geshtianna Geshtianna is the Human Goddess of Love Location: The Temple in Stillwater Offering: Passion Root, found at the temple, the Wheel Clan garden, and randomly in the Glimmering Forest Blessing: +1 Beauty The Neutral Lesser Gods Alberich Alberich is the Dwarven God of Stone Location: The Temple in the Wheel Clan Offering: Lava Rock, which can be found in various Dwarven caverns Blessing: +1 Strength Makaal Makaal is the Bedokaan God of the Hunt Location: The altar at the Bedokaan Village Offering: Heartstone, 5 of which are lying scattered about the camp Blessing: +1 Dexterity Bolo Bolo is the Halfling God of Thieves Location: Bolo's Altar Offering: Any ring, found as loot and sold by Tailor shops Blessing: +4/20 Pick Pocket, +4/20 Pick Locks Kerlin Kerlin is the Gnome God of Gold Location: Kerlin's Altar Offering: Mnura Coin, found as loot and sold by Junk dealers Blessing: +4/20 Haggle, +4/20 Persuasion The Darker Lesser Gods Shakar Shakar is the Orc God of War Location: The altar at Kree Offering: Bone Dagger or Reaper's Axe Blessing: +4/20 Dodge, +4/20 Melee Torg Torg is the Ogre God of the Heart Location: Torg's Altar Offering: Any Ruby gem or Ruby jewelry Blessing: +1 Constitution"
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Greater Gods,"Halcyon Halcyon is the God of Truth (Good) Location: The Temple at Vooriden Offering: Olive Tree Branch, found at the Wheel Clan garden Blessing: +2 Willpower, +2 Perception, +4/20 Heal, +4/20 Spot Trap Note: The Blessing of Halcyon overrides all of the first circle blessings Moorindal Moorindal is the God of Shadows (Evil) Location: The Altar at the Ancient Temple Offering: Black Diamond, sold at the Black Markets and one each found at the Ancient Maze and the Palace in Caladon Blessing: +8/20 Backstab, +4/20 Melee, +10 Critical Hit, +4/10 Prowling Note: The Blessing of Moorindal overrides all of the second circle blessings Kai'tan Kai'tan is the God of Balance (Neutral) Location: Gorgoth Pass Offering: Geode, one is found near the Altar, others are found in Dwarven Mines Blessing: +1 Beauty, +1 Charisma, +8/20 Persuasion, +4/20 Haggle, +4/20 Bow Note: The Blessing of Kai'tan overrides all of the third circle blessings Velorien Velorien is the All-Father Location: The temple in the Vendigroth Ruins Offering: Yourself; This results in your death, so make sure that you do not try this alone, and that one of your followers has a resurrection device that can revive you Blessing: 100 hit points, +100 Fatigue, +12/20 melee, +12/20 dodge, +12/20 Pick Pocket, +12/20 firearms, +12/20 persuasion, +4 dexterity, +30 damage resistance, +30 magic resistance Note: The Blessing of Velorien overrides all previous blessings Accumulating Blessings Blessings of the lesser gods in a particular circle will accumulate (stack) if done in the proper order The Blessing of the greater god in that circle will override all of the lesser gods' Blessings Velorien's Blessing overrides the greater gods' circle Blessings Accumulating Blessings can be halted at any time, thus keeping all previously received Blessings intact Getting Velorien's Blessing prevents making any more Blessings to any of the altars"
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: First Circle,Lesser Gods: Ter'el Makaal Alberich Geshtianna Greater God Halcyon
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Second Circle,Lesser Gods Torg Bolo Kerlin Shakar Greater God Moorindal
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Third Circle,Lesser Gods Alberich (2nd time) Makaal (2nd time) Kerlin (2nd time) Bolo (2nd time) Greater God Kai'tan
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Final Blessing,Velorien Blessings out of Order
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Replacements,"Normally when done out of order, the Blessing of one lesser god simply replaces the previous lesser god's Blessing"
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Curses,"However the lesser gods can inflict curses upon the player This occurs when an offering is given first to one god, and then the next offering is given to that god's opposite The opposing Pairings are: Geshtianna and Kerlin Ter'el and Bolo Alberich and Shakar Makaal and Torg"
https://arcanum.fandom.com/wiki/Ancient_Gods,Ancient Gods: Lifting Curses,"Examples The character makes an offering to Ter'el, receiving +1 PE, +4 Bow The character then makes an offering to Bolo Because Bolo is the god ""opposite"" to Ter'el, Ter'el's blessing will be removed The character then receives Ter'el's curse (-1 PE, -4 Bow), and Bolo's blessing will not be received. Options Option A: If the character makes another offering to Ter'el immediately, then Ter'el's curse gets lifted Option B: If the character instead makes an offering to another lesser god (including Bolo), then that god's blessing will be received, but Ter'el's curse will not be lifted Option C: If that happens then the character can make a later offering to Ter'el, which lifts Ter'el's curse but allows the other blessing to stay Altar inscriptions"
https://arcanum.fandom.com/wiki/Finding_the_Whytechurch_Murderer,Finding the Whytechurch Murderer: Short Description,"""Chief Inspector Henderson has charged you with the task of finding the Whytechurch Murderer."" -The Logbook Quest Entry Stop the Whytechurch Murderer Start: Chief Inspector Henderson, Caladon End: Chief Inspector Henderson, Caladon Prerequisite: Obtain information from newspaper or guards Location: Caladon, Tarant, The Pit of Fires Rewards: 8,500 xp (1), plus8,500 XP (2), 2000 gp, +10 AlignmentCaladon citizens +10 reactionFinding the Whytechurch Murderer is a Chain Quest which can span great expanses of the continent and provides history, background, and lore about Arcanum's two largest cities. Some steps are optional and some have multiple solutions. Experience rewards are received after various steps.Contents 1 Caladon 2 Finding a Demonologist 3 The Pit of Fires 4 The Return to CaladonCaladonThe player will inevitably find out about the Whytechurch Murders from a newspaper found in front of the Mushroom Inn, or from a guard outside of a recent victim's house. The player can then visit the Caladon Police Headquarters and discuss the case with Chief Inspector Henderson. Henderson will then direct the player to interview a local witness already in the headquarters, and to the sites of the two latest murders. After returning to Henderson to discuss irregularities in the evidence found thus far, he will direct you to a new murder site. Evidence there suggests that the name of the murderer is L’anamelach. Returning once again to Henderson leads to the possibility that this is a demon name. Henderson would send you to consult with his demonologist, but unfortunately his was killed during Henderson's last demon-related case.Finding a DemonologistThere just so happens to be a demonologist in Tarant, one Professor Eakins of the Tarant University. (OPTIONAL) If you have previously spoken with Professor Eakins, then you can go to the Caladon Telegraph Office and send him a telegram. If you have not spoken with him, then you will have to travel to Tarant and meet with him in person. He will provide you with a book called ""The Legend of T'erre-d'-V'nt"". He will also give you instructions on how to kill the demon with a special dagger called the ""Blade of Xerxes"". He will then mark your map with the location where the blade can be found, a place called The Pit of Fires.The Pit of FiresOutside the cave you will find another band of adventurers. You can deal with them in a variety of ways, most leading to their deaths. If you have 12 points of Persuasion, then one novel approach is to have them retrieve the blade for you. However the Blade of Xerxes is recovered, you will gain 8,500 exp.The Return to CaladonReturn to Caladon and speak with Inspector Henderson. He will tell you that the demon is hiding in the old sewers, and that an entrance to the sewers is being guarded. The sewer is a mini-maze with some loot and low level monsters. At the end you will find Vincent, the man who is possessed by L’anamelach. To kill the demon, you must make sure that the final killing blow is with the Blade of Xerxes. Otherwise the quest is botched. Return to Inspector Henderson for your reward of 2,000 gp and 8,500 exp."
https://arcanum.fandom.com/wiki/Investigate_M%27in_Gorad,Investigate M'in Gorad: Short Description,"This is a chain quest given by Raven in Qintarra62 Raven: Find out about Renford A. Terwilliger. (Prereq: Q53. Reward: Main story information, 3100 XP.) p. 22256 Raven: Locate the Village of the Dark Elves. (Prereq: Q53. Reward: Main story information, 6000 XP.) p. 22257 Raven: Find out about M’in Gorad in village of Dark Elves, and report back to Raven. (Prereq: Q53. Reward: 8500 XP.) p. 222"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,Adkin Chambers and Sir Garrick Stout: Background,"Dodge Master Adkin Chambers and Lady Druella the Fair were involved in a romantic relationship Melee Master and Captain of the Dernholm Guard Sir Garret Stout desired the Lady for himself, and challenged Chambers to a duel for her hand Against His Lady's wishes, and considering himself to be Stout's equal in combat, Chambers accepted Chambers lost the duel and was left in a defenseless position However when Chambers refused to acknowledge Stout's superiority, Stout viciously blinded him by slashing Chambers' eyes with his sword Lady Druella fled the scene, and took refuge nearby at A Lair of Gyr Dolours in a pain-free delirium Adkin Chambers went into hiding in the town of Stillwater, becoming a bitter recluse and obsessing about revenge on Stout Garrick Stout remained in Dernholm, still seeking a way to woo and claim Druella"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,"Adkin Chambers and Sir Garrick Stout: Path 1, Dodge Mastery only","This path is for players who only desire Dodge Mastery and will NEVER want Melee Mastery Obtain Dodge Expert training from either Hekmer Oggdoddler in Black Root or Winde in Qintarra Seek out Adkin Chambers in Stillwater Accept Chambers' quest to Kill Sir Garrick Stout and bring back Stout's eyes Go to Dernholm and complete the task Return to Stillwater: your reward is Master Training and 8,500 xp Notes: This botches ANY attempt for the Melee Mastery quest in the future If Stout is killed previous to this, then Chambers will accept your word and train you if you are high enough rank"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,"Adkin Chambers and Sir Garrick Stout: Path 2, Melee Mastery only","This path is for players who only desire Melee Mastery. However they may still obtain Dodge Mastery later (see path 3) Seek out Sir Garrick Stout in Dernholm Accept his quest to Find Lady Druella with an offer of marriage and return her to Dernholm The offer comes with a bribe of a potion to restore the sight of the blinded Adkin Chambers Go to the Gyr Dolours' lair which Stout marked on your map Rescue Lady Druella without her being killed You can convince Druella to return if you tell her (lie or the truth) that you will kill Stout as soon as he provides the Potion Return to Dernholm and present Druella to Stout Stout will then give Druella the Potion; and your reward is Master Training and 8,500 xp"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,"Adkin Chambers and Sir Garrick Stout: Path 2, optional continuation","This path continues if you accept Lady Druella's Quest Upon receiving your training, attack and kill Garrick Stout At this point Lady Druella will ask you to Contact Adkin Chambers and deliver the potion to him Go to Stillwater and give Chambers the potion Your reward is 6,400 xp"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,"Adkin Chambers and Sir Garrick Stout: Path 3, Dodge and Melee Mastery Together","This path is complicated because there are many way to complete it 3A If you are only ready for Melee Master Training, then take Path 2 Follow it to completion, including the optional Lady Druella Quest When your are ready for Dodge training, seek out Adkin Chambers in Roseborough He will great you warmly and perform your training 3B If you are ready for both Melee and Dodge training, then you can start with either Path 1 or Path 2. If you start with Path 2, then just take it to the end When you get to Stillwater, get your Dodge Training right after you deliver Druella's potion to Chambers 3C If you start with Path 1, then just pause it when you meet Stout Start Path 2, and follow it to completion, including the optional Lady Druella Quest When Garrick Stout is killed, take Druells'a potion and Stout's eyes back to Chambers in Stillwater for your rewards"
https://arcanum.fandom.com/wiki/Adkin_Chambers_and_Sir_Garrick_Stout,Adkin Chambers and Sir Garrick Stout: Notes,"This is an amalgam of the three following quests: 81 Adkin Chambers: Kill Sir Garrick Stout, Melee Master, and bring eyes as proof. (Reward: Master Dodge Training, a ring, 8500 XP.) p. 219 40 Sir Garrick Stout: Find Lady Druella, get her to agree to marry him, and return her to him. (Reward: Master Melee Training, 8500 XP.) p. 212 41 Lady Druella: Take healing potion to Adkin Chambers and tell him Lady Druella’s location. (Prereq: accepted Q40. Reward: 6400 XP.) p. 212"
https://arcanum.fandom.com/wiki/Free_Torian_Kel_from_the_Curse,Free Torian Kel from the Curse: Walkthrough,Northeast of Tarant there are some ancient ruins. On the west end of the dungeon you will find the Torian Kel key. Use the key to open the door on the east end of the dungeon and speak to the crumbling skeleton. It will ask you to bring it some dragon's blood. It will mark the location of where to find some on your map. Go to the Dungeon of the Dragon Pool to the northwest. Click on the pool on the 2nd level of the dungeon to receive a Vial of Dragon's Blood. Return to the Ancient Temple and use the Vial of Dragon's Blood on the crumbling skeleton to release Torian Kel from the curse. He will tell you his story and may accept an offer to join you.
https://arcanum.fandom.com/wiki/Free_Torian_Kel_from_the_Curse,Free Torian Kel from the Curse: Rewards,"If you are evil or less than +25 alignment, then he can become a potential follower."
https://arcanum.fandom.com/wiki/The_Ashbury_Cemetery,The Ashbury Cemetery: Short Description,"2 Geoffrey Tarellond-Ashe: Help him solve mystery of Ashbury Cemetery. (Reward: 500 gold, 1500 XP.) p. 213Outside the Ashbury Cemetery you will find Geoffrey Tarellond-Ashe, a rather irritating and snobby necromancer (a potential follower). He will tell you about the rising dead and either pay you 500 gold or join you in finding the cause.The first step is to fight your way through the zombies in the graveyard to the mausoleum. Here you will find some fire elementals. If you dispatch them you will get a Inferno Hammer.Going down a trap doors leaves to a cellar with various vermin, going down another trap door leads to some tunnels infested with more zombies. With a bit of exploring you will find a passage.Here are yet more zombies and the prize, the “Gem Of Malachi Rench”.If you talk to Geoffrey he will demand the gem and attack you if you don’t hand it over. He can also potentially join your party permanently."
https://arcanum.fandom.com/wiki/Kill_the_Wild_Pigs,Kill the Wild Pigs: Short Description,"Theo Brightstart, the gnomish farmer is having problems with three wild pigs. He wants them “removed”. He will pay you 50 gold (depending on your skills you can negotiate this up to 75 gold). The wild pigs are around the crops Northwest of Theo Brightstart. (The animals in question are just called Pigs and not Wild Pigs)Magnus will be upset and threaten to leave the group when attacking the wild pigs (killing the 3 pigs is an evil act -2 on the evil-good scale)."
https://arcanum.fandom.com/wiki/Monument_Planning,Monument Planning: Short Description,"Chester Miller, the mayor of Ashbury, will explain that he's in a bind, that the town wants to build a statue to Lord Bettington, but that the townspeople can't decide anything about it. If you have at least one rank in Persuasion he will ask for your help, otherwise he will walk to the podium to answer the townspeople.Inside City Hall, as soon as you get close enough to the podium, the people nearby will start asking you questions. Depending on your intelligence and persuasion, they'll either like or dislike your answers. You'll need at least 10 intelligence for the quest, and more is better, you can buy an essence of intellect from the elven trader and then use it just before reaching the podium. You should have just enough time to answer all the questions before the potion wears off.Here are the best answers:a) ""It is right and fitting that Ashbury should honor its heroes.""b) ""Hierarchical design principals require a central location."" ( only if magical aptitude lower then 30 )c) ""An issue of municipal bonds would easily raise the funds.""d) ""We will bid the project competitively and take the lowest bidder.""e) ""Probably a metal statue of some kind. It will last longer.""f) ""Take an inch and you have a mile.""Other answers might work if your persuasion is high enough. If the townspeople like all of your answers you'll receive 2300 experience, and you'll earn the reputation as an Orator of Ashbury. The more questions you get wrong, the less experience you'll receive.Note – behind the town hall you will find Phineas McGee who will give you a few pointers on fleecing the local townfolk. He will also tell you of his run in with Pollock and appreciated hearing about his death."
https://arcanum.fandom.com/wiki/Move_the_Boulders,Move the Boulders: Short Description,"Theo Brightstart, the gnomish farmer wants you to move five boulders from his field into his farm cart. He will pay you 50 to 100 gold for your efforts. This requires at least 12 strength and will take up almost your entire inventory space. If you aren't strong enough, then you can use strength buffs like Elixir of Physical Prowess, Alcohol, Strength of Earth spell, etc.In order to get this quest, you must first complete the Kill the Wild Pigs quest for Theo."
https://arcanum.fandom.com/wiki/Retrieved_Theodore%27s_Platemail,Retrieved Theodore's Platemail: Short Description,"Theodore, is standing outside of Trellis Way. He wants you to retrieve his armor from the house for 200. Inside there is a mechanised arachnid and automaton. You will find the armor and plans for the automaton.Depending on your skills, you can negotiate the reward up to 400 gold."
https://arcanum.fandom.com/wiki/Find_Dudley_Crosston,Find Dudley Crosston: Walkthrough,"Black Root Kietzel Pierce can be found in Black Root at one of the local pubs Talking with him reveals that he is the Bow Master He further reveals that one of his students, Dudley Crosston, has gone missing while questing for him He also states that he is leaving for Caladon, and so he can neither search nor wait for Dudley Kietzel asks the player that if they come across Dudley, to please let Dudley know where Kietzel has gone Dernholm Dudley Crosston can be found in Dernholm, now training in service with King Praetor's Guards He is quartered at the local barracks at night By day he patrols the city's southeast quadrant He can be initially be identified as one of the Elite Bow Guards Talking to him reveals that he no longer wishes to train under Kietzal, and that he will remain in Dernholm Caladon Kietzel can be found in Caladon at the desk of the Mushroom Inn by day At night he is at the bar of The Toadstool Informing Kietzal of Dudley's whereabouts and intentions grants the player a reward of 1700 exp"
